country,openalex_id,clean_root_name,clean_parent_name,clean_child_name
Australia,74899385,central queensland university,central queensland university,faculty of arts business informatics and education
Australia,74899385,central queensland university,central queensland university,faculty of science engineering and health
Australia,74899385,central queensland university,central queensland university,school of medical and applied sciences
Australia,74899385,central queensland university,central queensland university,school of human health and social services
Australia,29894533,charles darwin university,charles darwin university,faculty of engineering health science and the environment
Australia,29894533,charles darwin university,charles darwin university,faculty of law education business and arts
Australia,29894533,charles darwin university,charles darwin university,school of environment
Australia,29894533,charles darwin university,charles darwin university,school of health
Australia,29894533,charles darwin university,charles darwin university,school of music and creative arts and humanities
Australia,29894533,charles darwin university,charles darwin university,faculty of law business and arts
Australia,149672521,federation university australia,federation university australia,faculty of education and arts
Australia,149672521,federation university australia,federation university australia,faculty of health
Australia,149672521,federation university australia,federation university australia,faculty of science
Australia,149672521,federation university australia,federation university australia,school of education and arts ballarat
Australia,149672521,federation university australia,federation university australia,school of health sciences ballarat
Australia,149672521,federation university australia,federation university australia,school of science information technology and engineering
Australia,149672521,federation university australia,federation university australia,school of nursing and midwifery gippsland
Australia,149672521,federation university australia,federation university australia,school of applied sciences and engineering gippsland
Australia,63525965,western sydney university,western sydney university,university of western sydney school of science and health hawkesbury c us
Australia,63525965,western sydney university,western sydney university,university of western sydney discipline of psychology
Australia,63525965,western sydney university,western sydney university,university of western sydney learning and teaching unit
Australia,63525965,western sydney university,western sydney university,university of western sydney men s health information and resource centre
Australia,63525965,western sydney university,western sydney university,university of western sydney school of humanities and communication arts
Australia,63525965,western sydney university,western sydney university,university of western sydney school of social sciences and psychology
Australia,205640436,curtin university,curtin university,department of chemistry
Australia,205640436,curtin university,curtin university,department of social sciences and international studies
Australia,205640436,curtin university,curtin university,department of spatial sciences
Australia,205640436,curtin university,curtin university,faculty of health sciences
Australia,205640436,curtin university,curtin university,faculty of humanities
Australia,205640436,curtin university,curtin university,faculty of science and engineering
Australia,205640436,curtin university,curtin university,school of built environment
Australia,205640436,curtin university,curtin university,school of information systems
Australia,205640436,curtin university,curtin university,school of media culture and creative arts
Australia,205640436,curtin university,curtin university,school of psychology and speech pathology
Australia,205640436,curtin university,curtin university,school of public health
Australia,205640436,curtin university,curtin university,school of social sciences and asian languages
Australia,114017466,university of technology sydney,university of technology sydney,faculty of design architecture and building
Australia,114017466,university of technology sydney,university of technology sydney,faculty of nursing midwifery and health
Australia,114017466,university of technology sydney,university of technology sydney,faculty of arts and social sciences
Australia,114017466,university of technology sydney,university of technology sydney,faculty of science
Australia,114017466,university of technology sydney,university of technology sydney,school of physics and advanced materials
Australia,149704539,deakin university,deakin university,school of health and social development geelong waterfront c us
Australia,149704539,deakin university,deakin university,school of psychology geelong waterfront c us
Australia,149704539,deakin university,deakin university,school of life and environmental sciences warrnambool c us
Australia,149704539,deakin university,deakin university,faculty of arts and education
Australia,149704539,deakin university,deakin university,faculty of business and law
Australia,149704539,deakin university,deakin university,faculty of health
Australia,149704539,deakin university,deakin university,school of accounting economics and finance
Australia,149704539,deakin university,deakin university,school of education
Australia,149704539,deakin university,deakin university,school of international and political studies
Australia,149704539,deakin university,deakin university,faculty of science engineering and built environment
Australia,149704539,deakin university,deakin university,school of life and environmental sciences geelong c us at waurn ponds
Australia,11701301,griffith university,griffith university,school of applied psychology mount gravatt c us
Australia,11701301,griffith university,griffith university,school of humanities gold coast c us
Australia,11701301,griffith university,griffith university,school of human services and social work
Australia,11701301,griffith university,griffith university,school of education and professional studies
Australia,11701301,griffith university,griffith university,school of biomolecular science
Australia,11701301,griffith university,griffith university,school of environment
Australia,11701301,griffith university,griffith university,school of information and communication technology
Australia,11701301,griffith university,griffith university,school of natural sciences
Australia,11701301,griffith university,griffith university,school of public health
Australia,11701301,griffith university,griffith university,queensland college of art and design
Australia,66809481,southern cross university,southern cross university,school of arts and social sciences
Australia,66809481,southern cross university,southern cross university,school of environment science and engineering
Australia,66809481,southern cross university,southern cross university,school of health and human science
Australia,66809481,southern cross university,southern cross university,school of health and human science port macquarie
Australia,118347636,australian national university,college of arts and social sciences,school of history
Australia,118347636,australian national university,australian national university,school of clinical medicine calvary hospital c us
Australia,118347636,australian national university,australian national university,school of clinical medicine canberra hospital c us
Australia,118347636,australian national university,australian national university,arndt corden department of economics
Australia,118347636,australian national university,australian national university,asia pacific college of diplomacy
Australia,118347636,australian national university,australian national university,college of asia and the pacific
Australia,118347636,australian national university,australian national university,college of medicine biology and environment
Australia,118347636,australian national university,australian national university,contemporary china centre
Australia,118347636,australian national university,australian national university,college of physical and mathematical sciences
Australia,118347636,australian national university,australian national university,college of arts and social sciences
Australia,118347636,australian national university,australian national university,department of international relations
Australia,118347636,australian national university,australian national university,department of genome biology
Australia,118347636,australian national university,australian national university,department of linguistics
Australia,118347636,australian national university,australian national university,department of political and social change
Australia,118347636,australian national university,australian national university,development studies program
Australia,118347636,australian national university,australian national university,division of history
Australia,118347636,australian national university,australian national university,research school of biology
Australia,118347636,australian national university,australian national university,research school of earth sciences
Australia,118347636,australian national university,australian national university,research school of economics
Australia,118347636,australian national university,australian national university,research school of population health
Australia,118347636,australian national university,australian national university,research school of psychology
Australia,118347636,australian national university,australian national university,research school of social sciences
Australia,118347636,australian national university,australian national university,school of art
Australia,118347636,australian national university,australian national university,school of computer science
Australia,118347636,australian national university,australian national university,school of culture history and language
Australia,118347636,australian national university,australian national university,school of international political and strategic studies
Australia,118347636,australian national university,australian national university,school of philosophy
Australia,118347636,australian national university,australian national university,school of languages
Australia,118347636,australian national university,australian national university,school of politics and international relations
Australia,118347636,australian national university,australian national university,school of sociology
Australia,118347636,australian national university,australian national university,sylvain foret laboratory bioinformatics genomics and epigenomics
Australia,118347636,australian national university,australian national university,fenner school of environment and society
Australia,118347636,australian national university,australian national university,anu college of engineering computing and cybernetics
Australia,118347636,australian national university,australian national university,anu research school of pacific and asian studies
Australia,118347636,australian national university,australian national university,crawford school of public policy
Australia,12079687,edith cowan university,edith cowan university,faculty of health engineering and science
Australia,12079687,edith cowan university,edith cowan university,school of psychology and social science
Australia,12079687,edith cowan university,edith cowan university,school of computer and security science
Australia,12079687,edith cowan university,edith cowan university,western australian academy of performing arts
Australia,196829312,la trobe university,la trobe university,college of science health and engineering bendingo c us
Australia,196829312,la trobe university,la trobe university,school of allied health
Australia,196829312,la trobe university,la trobe university,school of rural health
Australia,196829312,la trobe university,la trobe university,college of arts social sciences and commerce
Australia,196829312,la trobe university,la trobe university,department of archaeology and history
Australia,196829312,la trobe university,la trobe university,department of biochemistry and genetics
Australia,196829312,la trobe university,la trobe university,department of chemistry and physics
Australia,196829312,la trobe university,la trobe university,department of communications and media
Australia,196829312,la trobe university,la trobe university,department of creative arts and english
Australia,196829312,la trobe university,la trobe university,department of ecology environment and evolution
Australia,196829312,la trobe university,la trobe university,department of economics and finance
Australia,196829312,la trobe university,la trobe university,department of physiology anatomy and microbiology
Australia,196829312,la trobe university,la trobe university,department of rehabilitation nutrition and sport
Australia,196829312,la trobe university,la trobe university,department of politics and philosophy
Australia,196829312,la trobe university,la trobe university,department of social inquiry
Australia,196829312,la trobe university,la trobe university,school of education
Australia,196829312,la trobe university,la trobe university,school of humanities and social sciences
Australia,196829312,la trobe university,la trobe university,school of life sciences
Australia,196829312,la trobe university,la trobe university,school of molecular sciences
Australia,196829312,la trobe university,la trobe university,school of psychology and public health
Australia,196829312,la trobe university,la trobe university,division of health studies
Australia,196829312,la trobe university,la trobe university,judith lumley centre
Australia,196829312,la trobe university,la trobe university,school of public health
Australia,177877127,university of western australia,university of western australia,department of anthropology and sociology
Australia,177877127,university of western australia,university of western australia,faculty of architecture landscape and visual arts
Australia,177877127,university of western australia,university of western australia,faculty of arts
Australia,177877127,university of western australia,university of western australia,old age psychiatry unit
Australia,177877127,university of western australia,university of western australia,pharmacology pharmacy and anaesthesiology unit
Australia,177877127,university of western australia,university of western australia,school of agricultural and resource economics
Australia,177877127,university of western australia,university of western australia,school of anatomy physiology and human biology
Australia,177877127,university of western australia,university of western australia,school of animal biology
Australia,177877127,university of western australia,university of western australia,school of chemistry and biochemistry
Australia,177877127,university of western australia,university of western australia,school of computer science and software engineering
Australia,177877127,university of western australia,university of western australia,school of earth and environment
Australia,177877127,university of western australia,university of western australia,school of medicine and pharmacology
Australia,177877127,university of western australia,university of western australia,school of physics
Australia,177877127,university of western australia,university of western australia,school of plant biology
Australia,177877127,university of western australia,university of western australia,school of population health
Australia,177877127,university of western australia,university of western australia,school of psychiatry and neurosciences
Australia,177877127,university of western australia,university of western australia,school of social and cultural studies
Australia,177877127,university of western australia,university of western australia,school of surgery
Australia,177877127,university of western australia,university of western australia,department of anaesthesia
Australia,177877127,university of western australia,university of western australia,school of pathology and laboratory medicine
Australia,177877127,university of western australia,university of western australia,faculty of engineering computing and mathematics
Australia,5681781,university of adelaide,university of adelaide,school of agriculture food and wine waite c us
Australia,5681781,university of adelaide,university of adelaide,dean bowman brain tumour laboratory
Australia,5681781,university of adelaide,university of adelaide,english language centre
Australia,5681781,university of adelaide,university of adelaide,occupational and environmental health laboratory
Australia,5681781,university of adelaide,university of adelaide,school of biological sciences
Australia,5681781,university of adelaide,university of adelaide,school of economics
Australia,5681781,university of adelaide,university of adelaide,school of translational health science
Australia,5681781,university of adelaide,university of adelaide,spencer gulf rural health school
Australia,5681781,university of adelaide,university of adelaide,faculty of sciences
Australia,5681781,university of adelaide,university of adelaide,faculty of arts
Australia,5681781,university of adelaide,university of adelaide,faculty of engineering computer and mathematical sciences
Australia,5681781,university of adelaide,university of adelaide,faculty of health and medical sciences
Australia,5681781,university of adelaide,university of adelaide,faculty of the professions
Australia,5681781,university of adelaide,faculty of arts,school of education
Australia,5681781,university of adelaide,faculty of arts,school of humanities
Australia,5681781,university of adelaide,faculty of arts,school of social sciences
Australia,5681781,university of adelaide,faculty of arts,school of history and politics
Australia,5681781,university of adelaide,faculty of engineering computer and mathematical sciences,australian school of petroleum
Australia,5681781,university of adelaide,faculty of health and medical sciences,school of psychology
Australia,5681781,university of adelaide,faculty of health and medical sciences,school of public health
Australia,5681781,university of adelaide,school of humanities,department of history
Australia,5681781,university of adelaide,school of humanities,department of classics archaeology and ancient history
Australia,5681781,university of adelaide,school of humanities,department of art history and curatorial and museum studies
Australia,5681781,university of adelaide,school of humanities,department of english and creative writing
Australia,5681781,university of adelaide,school of humanities,department of french studies
Australia,5681781,university of adelaide,school of humanities,department of german studies
Australia,5681781,university of adelaide,school of humanities,department of spanish studies
Australia,5681781,university of adelaide,school of humanities,department of media
Australia,5681781,university of adelaide,school of humanities,department of philosophy
Australia,5681781,university of adelaide,school of humanities,department of linguistics
Australia,5681781,university of adelaide,school of social sciences,department of politics and international relations
Australia,5681781,university of adelaide,school of social sciences,department of anthropology and development studies
Australia,5681781,university of adelaide,school of social sciences,department of sociology criminology and gender studies
Australia,5681781,university of adelaide,school of social sciences,department of geography environment and population
Australia,5681781,university of adelaide,school of social sciences,department of asian studies
Australia,170239107,university of south australia,university of south australia,david unaipon college of indigenous education and research
Australia,170239107,university of south australia,university of south australia,division of education arts and social sciences
Australia,170239107,university of south australia,university of south australia,division of health sciences
Australia,170239107,university of south australia,university of south australia,school of communication international studies and languages
Australia,170239107,university of south australia,university of south australia,school of health sciences
Australia,170239107,university of south australia,university of south australia,school of natural and built environments
Australia,170239107,university of south australia,university of south australia,school of psychology social work and social policy
Australia,170239107,university of south australia,university of south australia,division of it engineering and the environment
Australia,188329596,university of canberra,university of canberra,department of psychology
Australia,188329596,university of canberra,university of canberra,faculty of arts and design
Australia,188329596,university of canberra,university of canberra,faculty of education science technology and mathematics
Australia,188329596,university of canberra,university of canberra,faculty of health
Australia,71270174,victoria university,victoria university,college of arts saint albans c us
Australia,71270174,victoria university,victoria university,college of education saint albans c us
Australia,71270174,victoria university,victoria university,college of sport and exercise science
Australia,71270174,victoria university,victoria university,school of creative industries department of music
Australia,71270174,victoria university,victoria university,college of health and biomedicine
Australia,71270174,victoria university,victoria university,college of engineering and science
Australia,90745801,university of new england,university of new england,chemistry program
Australia,90745801,university of new england,university of new england,school of arts
Australia,90745801,university of new england,university of new england,school of behavioural cognitive and social sciences
Australia,90745801,university of new england,university of new england,school of environmental and rural science
Australia,90745801,university of new england,university of new england,school of health
Australia,90745801,university of new england,university of new england,school of humanities
Australia,90745801,university of new england,university of new england,school of science and technology
Australia,90745801,university of new england,university of new england,austin college une
Australia,165779595,university of melbourne,university of melbourne,rural health academic centre ballarat
Australia,165779595,university of melbourne,university of melbourne,department of general practice and primary health care
Australia,165779595,university of melbourne,university of melbourne,department of social work
Australia,165779595,university of melbourne,university of melbourne,department of ophthalmology
Australia,165779595,university of melbourne,university of melbourne,department of otolaryngology royal victorian eye and ear hospital
Australia,165779595,university of melbourne,university of melbourne,eastern hill academic centre
Australia,165779595,university of melbourne,university of melbourne,saint vincent s department of medicine
Australia,165779595,university of melbourne,university of melbourne,saint vincent s department of surgery
Australia,165779595,university of melbourne,university of melbourne,tissue engineering and nanoporous materials group
Australia,165779595,university of melbourne,university of melbourne,western clinical school footscray
Australia,165779595,university of melbourne,university of melbourne,department of medicine austin health and northern health
Australia,165779595,university of melbourne,university of melbourne,academic unit for psychiatry of old age
Australia,165779595,university of melbourne,university of melbourne,department of anatomy and neuroscience
Australia,165779595,university of melbourne,university of melbourne,department of computing and information systems
Australia,165779595,university of melbourne,university of melbourne,graduate school of education
Australia,165779595,university of melbourne,university of melbourne,melbourne school of psychological sciences
Australia,165779595,university of melbourne,university of melbourne,melbourne medical school
Australia,165779595,university of melbourne,university of melbourne,school of historical and philosophical studies philosophy
Australia,165779595,university of melbourne,university of melbourne,school of population and global health
Australia,165779595,university of melbourne,university of melbourne,school of social and political sciences
Australia,165779595,university of melbourne,university of melbourne,classics and archaeology program
Australia,165779595,university of melbourne,university of melbourne,department of audiology and speech pathology
Australia,165779595,university of melbourne,university of melbourne,department of biochemistry and molecular biology
Australia,165779595,university of melbourne,university of melbourne,department of economics
Australia,165779595,university of melbourne,university of melbourne,department of english and theatre studies
Australia,165779595,university of melbourne,university of melbourne,department of mathematics and statistics
Australia,165779595,university of melbourne,university of melbourne,department of forestry and ecosystem science
Australia,165779595,university of melbourne,university of melbourne,department of medicine royal melbourne hospital
Australia,165779595,university of melbourne,university of melbourne,department of mechanical engineering
Australia,165779595,university of melbourne,university of melbourne,department of microbiology and immunology
Australia,165779595,university of melbourne,university of melbourne,department of obstetrics and gynaecology
Australia,165779595,university of melbourne,university of melbourne,department of psychiatry
Australia,165779595,university of melbourne,university of melbourne,department of pathology
Australia,165779595,university of melbourne,university of melbourne,school of culture and communication
Australia,165779595,university of melbourne,university of melbourne,school of historical and philosophical studies history
Australia,165779595,university of melbourne,university of melbourne,school of languages and linguistics
Australia,165779595,university of melbourne,university of melbourne,united faculty of theology
Australia,165779595,university of melbourne,university of melbourne,northwest academic centre western clinical school
Australia,165779595,university of melbourne,university of melbourne,rural health academic centre
Australia,165779595,university of melbourne,university of melbourne,school of botany
Australia,165779595,university of melbourne,university of melbourne,melbourne school of engineering
Australia,165779595,university of melbourne,university of melbourne,melbourne law school
Australia,165779595,university of melbourne,university of melbourne,faculty of arts
Australia,165779595,university of melbourne,university of melbourne,faculty of fine arts and music
Australia,129604602,university of sydney,university of sydney,school of rural health
Australia,129604602,university of sydney,university of sydney,yooroang garang indigenous student support unit
Australia,129604602,university of sydney,university of sydney,northern clinical school
Australia,129604602,university of sydney,university of sydney,northern clinical school department of psychological medicine
Australia,129604602,university of sydney,university of sydney,asian studies program
Australia,129604602,university of sydney,university of sydney,central clinical school
Australia,129604602,university of sydney,university of sydney,concord clinical school
Australia,129604602,university of sydney,university of sydney,department of art history and film studies
Australia,129604602,university of sydney,university of sydney,department of chinese studies
Australia,129604602,university of sydney,university of sydney,department of english
Australia,129604602,university of sydney,university of sydney,department of classics and ancient history
Australia,129604602,university of sydney,university of sydney,department of government and international relations
Australia,129604602,university of sydney,university of sydney,department of hebrew biblical and jewish studies
Australia,129604602,university of sydney,university of sydney,department of linguistics
Australia,129604602,university of sydney,university of sydney,department of history
Australia,129604602,university of sydney,university of sydney,department of performance studies
Australia,129604602,university of sydney,university of sydney,department of pharmacology
Australia,129604602,university of sydney,university of sydney,department of philosophy
Australia,129604602,university of sydney,university of sydney,department of political economy
Australia,129604602,university of sydney,university of sydney,department of sociology and social policy
Australia,129604602,university of sydney,university of sydney,graduate school of government
Australia,129604602,university of sydney,university of sydney,molecular biotechnology program
Australia,129604602,university of sydney,university of sydney,school of information technologies
Australia,129604602,university of sydney,university of sydney,school of languages and cultures
Australia,129604602,university of sydney,university of sydney,school of letters art and media
Australia,129604602,university of sydney,university of sydney,school of medical sciences
Australia,129604602,university of sydney,university of sydney,school of philosophical and historical inquiry
Australia,129604602,university of sydney,university of sydney,school of public health
Australia,129604602,university of sydney,university of sydney,school of social and political sciences
Australia,129604602,university of sydney,university of sydney,screening and diagnostic test evaluation program
Australia,129604602,university of sydney,university of sydney,sydney medical school nepean
Australia,129604602,university of sydney,university of sydney,westmead clinical school
Australia,129604602,university of sydney,university of sydney,adventist hospital clinical school
Australia,129604602,university of sydney,university of sydney,discipline of psychiatry westmead clinical school
Australia,129604602,university of sydney,university of sydney,faculty of medicine and health
Australia,129604602,university of sydney,university of sydney,sydney law school
Australia,129604602,university of sydney,university of sydney,sydney medical school
Australia,129604602,university of sydney,university of sydney,faculty of agriculture and environment
Australia,129604602,university of sydney,university of sydney,faculty of architecture design and planning
Australia,129604602,university of sydney,university of sydney,faculty of arts and social sciences
Australia,129604602,university of sydney,university of sydney,faculty of education and social work
Australia,129604602,university of sydney,university of sydney,faculty of engineering
Australia,129604602,university of sydney,university of sydney,faculty of health sciences
Australia,129604602,university of sydney,university of sydney,faculty of science
Australia,129604602,university of sydney,university of sydney,faculty of veterinary science
Australia,129604602,university of sydney,university of sydney,school of biological sciences
Australia,129604602,university of sydney,university of sydney,school of chemistry
Australia,129604602,university of sydney,university of sydney,school of geosciences
Australia,129604602,university of sydney,university of sydney,school of physics
Australia,129604602,university of sydney,university of sydney,school of psychology
Australia,129604602,university of sydney,faculty of science,school of mathematics and statistics
Australia,129604602,university of sydney,faculty of science,school of history and philosophy of science
Australia,78757542,university of newcastle,university of newcastle,faculty of education and arts
Australia,78757542,university of newcastle,university of newcastle,faculty of health
Australia,78757542,university of newcastle,university of newcastle,faculty of science and information technology
Australia,78757542,university of newcastle,university of newcastle,school of education
Australia,78757542,university of newcastle,university of newcastle,school of environmental and life sciences
Australia,78757542,university of newcastle,university of newcastle,school of health sciences
Australia,78757542,university of newcastle,university of newcastle,school of humanities and social science
Australia,78757542,university of newcastle,university of newcastle,school of mathematical and physical sciences
Australia,78757542,university of newcastle,university of newcastle,school of psychology
Australia,57093077,swinburne university of technology,swinburne university of technology,department of mathematics
Australia,165143802,university of queensland,university of queensland,school of agriculture and food sciences saint lucia c us
Australia,165143802,university of queensland,university of queensland,division of genomics and computational biology
Australia,165143802,university of queensland,university of queensland,faculty of science
Australia,165143802,university of queensland,university of queensland,school of architecture
Australia,165143802,university of queensland,university of queensland,school of chemistry and molecular biosciences
Australia,165143802,university of queensland,university of queensland,school of health and rehabilitation sciences
Australia,165143802,university of queensland,university of queensland,school of historical and philosophical inquiry
Australia,165143802,university of queensland,university of queensland,school of languages and cultures
Australia,165143802,university of queensland,university of queensland,school of mathematics and physics
Australia,165143802,university of queensland,university of queensland,school of public health
Australia,165143802,university of queensland,university of queensland,school of political science and international studies
Australia,165143802,university of queensland,university of queensland,northside clinical school
Australia,165143802,university of queensland,university of queensland,greenslopes clinical school
Australia,165143802,university of queensland,university of queensland,faculty of health and behavioural sciences
Australia,165143802,university of queensland,university of queensland,faculty of medicine and biomedical sciences
Australia,165143802,university of queensland,university of queensland,public health disciplinary group
Australia,165143802,university of queensland,university of queensland,school of medicine royal brisbane clinical school
Australia,165143802,university of queensland,university of queensland,ipswich clinical school
Australia,165143802,university of queensland,university of queensland,australasian centre on ageing
Australia,165143802,university of queensland,university of queensland,faculty of business economics and law
Australia,165143802,university of queensland,university of queensland,faculty of humanities and social sciences
Australia,165143802,university of queensland,university of queensland,occupational health and safety division
Australia,165143802,university of queensland,university of queensland,school of biological sciences
Australia,165143802,university of queensland,university of queensland,school of communication and arts
Australia,165143802,university of queensland,university of queensland,school of earth sciences
Australia,165143802,university of queensland,university of queensland,school of human movement and nutrition sciences
Australia,165143802,university of queensland,university of queensland,school of information technology and electrical engineering
Australia,165143802,university of queensland,university of queensland,school of music
Australia,165143802,university of queensland,university of queensland,school of psychology
Australia,165143802,university of queensland,university of queensland,school of social science
Australia,165143802,university of queensland,university of queensland,mater clinical school
Australia,165143802,university of queensland,university of queensland,pa southside clinical school
Canada,67031392,carleton university,carleton university,department of history
Canada,67031392,carleton university,carleton university,department of biology
Canada,67031392,carleton university,carleton university,department of economics
Canada,67031392,carleton university,carleton university,department of psychology
Canada,67031392,carleton university,carleton university,department of english language and literature
Canada,67031392,carleton university,carleton university,faculty of arts and social sciences
Canada,67031392,carleton university,carleton university,department of sociology and anthropology
Canada,67031392,carleton university,carleton university,faculty of graduate and postdoctoral affairs
Canada,67031392,carleton university,carleton university,faculty of public affairs
Canada,67031392,carleton university,carleton university,faculty of science
Canada,67031392,carleton university,carleton university,school for studies in art and culture
Canada,67031392,carleton university,carleton university,school of computer science
Canada,67031392,carleton university,carleton university,school of journalism and communication
Canada,67031392,carleton university,carleton university,school of linguistics and language studies
Canada,67031392,carleton university,carleton university,school of mathematics and statistics
Canada,67031392,carleton university,carleton university,school of social work
Canada,67031392,carleton university,carleton university,faculty of public and global affairs
Canada,67031392,carleton university,carleton university,faculty of engineering and design
Canada,151746483,university of waterloo,university of waterloo,department of anthropology
Canada,151746483,university of waterloo,university of waterloo,department of applied mathematics
Canada,151746483,university of waterloo,university of waterloo,department of biology
Canada,151746483,university of waterloo,university of waterloo,department of chemistry
Canada,151746483,university of waterloo,university of waterloo,department of classical studies
Canada,151746483,university of waterloo,university of waterloo,department of combinatorics and optimization
Canada,151746483,university of waterloo,university of waterloo,department of drama and speech communication
Canada,151746483,university of waterloo,university of waterloo,department of east asian studies
Canada,151746483,university of waterloo,university of waterloo,department of economics
Canada,151746483,university of waterloo,university of waterloo,department of environment and resource studies
Canada,151746483,university of waterloo,university of waterloo,department of fine arts
Canada,151746483,university of waterloo,university of waterloo,department of french studies
Canada,151746483,university of waterloo,university of waterloo,department of history
Canada,151746483,university of waterloo,university of waterloo,department of kinesiology
Canada,151746483,university of waterloo,university of waterloo,department of music
Canada,151746483,university of waterloo,university of waterloo,department of peace and conflict studies
Canada,151746483,university of waterloo,university of waterloo,department of philosophy
Canada,151746483,university of waterloo,university of waterloo,department of physics and astronomy
Canada,151746483,university of waterloo,university of waterloo,department of political science
Canada,151746483,university of waterloo,university of waterloo,department of psychology
Canada,151746483,university of waterloo,university of waterloo,department of pure mathematics
Canada,151746483,university of waterloo,university of waterloo,department of recreation and leisure studies
Canada,151746483,university of waterloo,university of waterloo,department of religious studies
Canada,151746483,university of waterloo,university of waterloo,department of social development studies
Canada,151746483,university of waterloo,university of waterloo,department of sexuality marriage and family studies
Canada,151746483,university of waterloo,university of waterloo,department of sociology and legal studies
Canada,151746483,university of waterloo,university of waterloo,department of spanish and latin american studies
Canada,151746483,university of waterloo,university of waterloo,department of statistics and actuarial science
Canada,151746483,university of waterloo,university of waterloo,department of women s studies
Canada,151746483,university of waterloo,university of waterloo,school of planning
Canada,151746483,university of waterloo,university of waterloo,school of public health and health systems
Canada,151746483,university of waterloo,university of waterloo,school of social work
Canada,151746483,university of waterloo,university of waterloo,department of earth and environmental sciences
Canada,151746483,university of waterloo,university of waterloo,department of english language and literature
Canada,151746483,university of waterloo,university of waterloo,department of germanic and slavic studies
Canada,151746483,university of waterloo,university of waterloo,faculty of engineering
Canada,151746483,university of waterloo,university of waterloo,faculty of mathematics
Canada,151746483,university of waterloo,faculty of engineering,department of chemical engineering
Canada,151746483,university of waterloo,faculty of engineering,department of electrical and computer engineering
Canada,168635309,university of calgary,university of calgary,department of anthropology and archaeology
Canada,168635309,university of calgary,university of calgary,department of biochemistry and molecular biology
Canada,168635309,university of calgary,university of calgary,department of biological sciences
Canada,168635309,university of calgary,university of calgary,department of chemistry
Canada,168635309,university of calgary,university of calgary,department of clinical neurosciences
Canada,168635309,university of calgary,university of calgary,department of communication media and film
Canada,168635309,university of calgary,university of calgary,department of community health sciences
Canada,168635309,university of calgary,university of calgary,department of economics
Canada,168635309,university of calgary,university of calgary,department of family medicine
Canada,168635309,university of calgary,university of calgary,department of geoscience
Canada,168635309,university of calgary,university of calgary,department of history
Canada,168635309,university of calgary,university of calgary,department of mathematics and statistics
Canada,168635309,university of calgary,university of calgary,department of microbiology and infectious disease
Canada,168635309,university of calgary,university of calgary,department of obstetrics and gynaecology
Canada,168635309,university of calgary,university of calgary,department of oncology
Canada,168635309,university of calgary,university of calgary,department of paediatrics post graduate medical education
Canada,168635309,university of calgary,university of calgary,department of physiology and pharmacology
Canada,168635309,university of calgary,university of calgary,department of psychiatry
Canada,168635309,university of calgary,university of calgary,department of psychology
Canada,168635309,university of calgary,university of calgary,department of sociology
Canada,168635309,university of calgary,university of calgary,faculty of environmental design
Canada,168635309,university of calgary,university of calgary,faculty of graduate studies
Canada,168635309,university of calgary,university of calgary,faculty of kinesiology
Canada,168635309,university of calgary,university of calgary,faculty of science
Canada,168635309,university of calgary,university of calgary,faculty of social work
Canada,168635309,university of calgary,university of calgary,faculty of social work central and northern alberta region
Canada,168635309,university of calgary,university of calgary,schulich school of engineering
Canada,168635309,university of calgary,schulich school of engineering,department of biomedical engineering
Canada,168635309,university of calgary,schulich school of engineering,department of electrical and software engineering
Canada,168635309,university of calgary,faculty of veterinary medicine,department of ecosystem and public health
Canada,106938459,university of new brunswick,university of new brunswick,department of french
Canada,106938459,university of new brunswick,university of new brunswick,faculty of education
